<ID|readonly|noverify>;<English>
weapons/us_gbu_48_paveway_2/short;GBU-48 Paveway II
weapons/us_gbu_50_paveway_2;GBU-50 Paveway II guided bomb
weapons/us_gbu_50_paveway_2/short;GBU-50 Paveway II
weapons/us_gbu_16_paveway_2;highly volatile kitten
weapons/us_gbu_16_paveway_2/short;highly volatile kitten
weapons/us_gbu_10_paveway_2;extremely combustible feline
weapons/us_gbu_10_paveway_2/short;extremely combustible feline
weapons/us_2000lb_gbu_24;tremendously cataclysmic felidae
weapons/us_2000lb_gbu_24/short;tremendously cataclysmic felidae
weapons/us_2000lb_gbu_27;GBU-27 Paveway III guided bomb
weapons/us_2000lb_gbu_27/short;GBU-27 Paveway III
weapons/us_gbu_22_paveway_3;GBU-22 Paveway III guided bomb
weapons/us_gbu_22_paveway_3/short;GBU-22 Paveway III
weapons/fr_250kg_aasm_250_hammer_gps;AASM 250 HAMMER (SBU 38) guided bomb
weapons/fr_250kg_aasm_250_hammer_gps/short;AASM 250 (SBU 38)
weapons/fr_250kg_aasm_250_hammer_ir;AASM 250 HAMMER (SBU 64) guided bomb
weapons/fr_250kg_aasm_250_hammer_ir/short;AASM 250 (SBU 64)
weapons/fr_250kg_aasm_250_hammer_laser;AASM 250 HAMMER (SBU 54) guided bomb
weapons/fr_250kg_aasm_250_hammer_laser/short;AASM 250 (SBU 54)
weapons/fr_500kg_aasm_500_hammer_ir;AASM 500 HAMMER guided bomb
weapons/fr_500kg_aasm_500_hammer_ir/short;AASM 500
weapons/fr_500kg_aasm_500_hammer_laser;AASM 500 HAMMER guided bomb
weapons/fr_500kg_aasm_500_hammer_laser/short;AASM 500
weapons/us_gbu_39;GBU-39/B (SDB I) guided bomb
weapons/us_gbu_39/short;GBU-39
weapons/us_agm_123;AGM-123 Skipper missiles
weapons/us_agm_123/short;AGM-123 Skipper
weapons/us_2000lb_egbu_24_paveway_3;EGBU-24B Paveway III guided bomb
weapons/us_2000lb_egbu_24_paveway_3/short;EGBU-24B Paveway III
weapons/uk_paveway_iv;Paveway IV guided bomb
weapons/uk_paveway_iv/short;Paveway IV
weapons/fr_mk18;Mk.18 guided bomb
weapons/fr_mk18/short;Mk.18
weapons/fr_mk13;Mk.13 guided bomb
weapons/fr_mk13/short;Mk.13
weapons/br_lizard_2;BA-FG-230-Lizard-2 guided bomb
weapons/br_lizard_2/short;BA-FG-230-Lizard-2
weapons/us_2000lb_gbu_15v1;GBU-15(V)1/B guided bomb
weapons/us_2000lb_gbu_15v1/short;GBU-15(V)1/B
weapons/us_2000lb_gbu_15v2;GBU-15(V)2/B guided bomb
weapons/us_2000lb_gbu_15v2/short;GBU-15(V)2/B
weapons/us_2000lb_gbu_8_hobos;LIDL Paveway
weapons/us_2000lb_gbu_8_hobos/short;LIDL Paveway
weapons/us_500lb_gbu38_usaf;GBU-38 JDAM guided bomb
weapons/us_500lb_gbu38_usaf/short;GBU-38 JDAM
weapons/us_500lb_gbu38_usnavy;GBU-38 JDAM guided bomb
weapons/us_500lb_gbu38_usnavy/short;GBU-38 JDAM
weapons/us_500lb_gbu_54b;GBU-54B LJDAM guided bomb
weapons/us_500lb_gbu_54b/short;GBU-54B LJDAM
weapons/us_2000lb_gbu31_usaf;GBU-31 JDAM guided bomb
weapons/us_2000lb_gbu31_usaf/short;GBU-31 JDAM
weapons/us_2000lb_gbu31_usnavy;GBU-31 JDAM guided bomb
weapons/us_2000lb_gbu31_usnavy/short;GBU-31 JDAM
weapons/us_1000lb_gbu32_usaf;GBU-32 JDAM guided bomb
weapons/us_1000lb_gbu32_usaf/short;GBU-32 JDAM
weapons/us_agm_62a_er;No Fucking Sams? guided bomb
weapons/us_agm_62a_er/short;No Fucking Sams?
weapons/us_agm_62a;No Sams? guided bomb
weapons/us_agm_62a/short;No Sams?
weapons/jp_500lb_mk82_gcs_1;Mk 82 GCS-1 guided bomb
weapons/jp_500lb_mk82_gcs_1/short;Mk 82 GCS-1
weapons/jp_750lb_m117_gcs_1;JM117 GCS-1 guided bomb
weapons/jp_750lb_m117_gcs_1/short;JM117 GCS-1
weapons/uk_250lbs;G.P. 250 lb Mk.IV bomb
weapons/uk_250lbs_43;G.P. 250 lb Mk.IV bomb
weapons/uk_500lbs;G.P. 500 lb Mk.IV bomb
weapons/uk_500lbs_default;G.P. 500 lb Mk.IV bomb
weapons/uk_500lbs_default/short;500 lb
weapons/uk_500lb_as_mk4;A.S. 500 lb Mk.IV bomb
weapons/uk_500lb_as_mk4/short;500 lb
weapons/uk_540lbs;Mk.M2 540 lb bomb
weapons/uk_540lbs/short;Mk.M2 540 lb
weapons/uk_540lb_mc_mk2_retarded;H.E. M.C. Mk.1 No.118 540 lb bomb
weapons/uk_540lb_mc_mk2_retarded/short;H.E. M.C. 540 lb
weapons/uk_250lbs_default;G.P. 250 lb Mk.IV bomb
weapons/uk_250lbs_default/short;250 lb
weapons/uk_500lbs_43_default;G.P. 500 lb Mk.IV bomb
weapons/uk_500lbs_43_default/short;500 lb
weapons/uk_500lb_sap_mkII_ap;500 LB S.A.P. Mk.II bomb
weapons/uk_500lb_sap_mkII_ap/short;500 lb
weapons/uk_2000lb_ap_mkI;2000 LB A.P. Mk.I bomb
weapons/uk_2000lb_ap_mkI/short;2000 lb
weapons/uk_mk2_cookie;4000 lb H.C. Mk.II bomb
weapons/us_1000lb_anm65_cone;1000 lb AN-M65A1 Fin M129 bomb
weapons/us_2000lbs_anm66;2000 lb AN-M66A2 bomb
weapons/us_2000lbs_anm66_cone;2000 lb AN-M66A2 bomb
weapons/us_2000lbs_anm66_cone/short;AM-M66 2000 lb
weapons/us_1600lb_ap_an_mk1;1600 lb AN-Mk 1 bomb
weapons/us_1600lb_ap_an_mk1/short;AN-Mk 1
weapons/us_1600lb_ap_an_mk1_45;1600 lb AN-Mk 1 bomb
weapons/us_1600lb_ap_an_mk1_45/short;AN-Mk 1
weapons/uk_1000lb_ld_he_mc_mk_1;1000 lb L.D H.E. M.C. Mk.1
weapons/uk_1000lb_ld_he_mc_mk_1/short;1000 lb
weapons/uk_1000lbs_gp;1000 lb H.E. M.C. Mk.13 bomb
weapons/uk_1000lbs_gp_mk1;1000 lb G.P. Mk.I bomb
weapons/uk_1000lbs_gp_default;1000 lb G.P. Mk.I bomb
weapons/uk_1000lbs_gp_default/short;1000 lb
weapons/uk_1000lbs_gp_n117;RETARD ALERT
weapons/uk_1000lbs_gp_n117/short;RETARD ALERT
weapons/uk_1000lbs_mc_mk1;1000 lb M.C. Mk.I bomb
weapons/uk_500lb_he_mc_mk2;500 lb H.E. M.C. Mk.II bomb
weapons/uk_500lb_he_mc_mk2/short;500 lb
weapons/us_1000lbs;1000 lb AN-M65A1 bomb
weapons/us_100lbs;100 lb AN-M30A1 bomb
weapons/us_2000lbs;2000 lb AN-M66A2 bomb
weapons/us_500lbs;500 lb AN-M64A1 bomb
weapons/us_500lb_mk_82_ldgp_air;RETARD ALERT
weapons/us_500lb_mk_82_ldgp_air/short;RETARD ALERT
weapons/us_250lb_mk_81_ldgp_snakeye;RETARD ALERT
weapons/us_250lb_mk_81_ldgp_snakeye/short;RETARD ALERT
weapons/us_500lb_mk_82_ldgp_snakeye;RETARD ALERT
weapons/us_500lb_mk_82_ldgp_snakeye/short;RETARD ALERT
weapons/us_500lb_mk_82_ldgp_snakeye_default;RETARD ALERT
weapons/us_500lb_mk_82_ldgp_snakeye_default/short;RETARD ALERT
weapons/fr_samp_mk_82_250_ldgp_snakeye;RETARD ALERT
weapons/fr_samp_mk_82_250_ldgp_snakeye/short;RETARD ALERT
weapons/us_1000lb_mk_83_ldgp_air;RETARD ALERT
weapons/us_1000lb_mk_83_ldgp_air/short;RETARD ALERT
weapons/ijnaf_60kg;no. 27 rockets (60 kg)
weapons/de_br20;Wfr.Gr.21 rockets
weapons/su_rs132;RS-132 rockets
weapons/su_rs82;RS-82 rockets
weapons/su_ros_82;ROS-82 rockets
weapons/su_ros_82/short;ROS-82
weapons/su_ros_82op_event/short;ROS-82-OP
weapons/su_ros132;ROS-132 rockets
weapons/su_ros132/short;ROS-132
weapons/su_m8;M-8 rockets
weapons/su_m8/short;M-8
weapons/su_rofs132;ROFS-132 rockets
weapons/su_rofs132/short;ROFS-132
weapons/su_m13uk;M-13UK rockets
weapons/su_m13uk/short;M-13UK
weapons/su_s8_ko_rocket;S-8KO rockets
weapons/su_s8_ko_rocket/short;S-8KO
weapons/su_s_8m_rocket;S-8M rockets
weapons/su_s_8m_rocket/short;S-8M
weapons/cn_fs_70;FS70 rockets
weapons/cn_fs_70/short;FS70
weapons/cn_type90_he;Type 90-1 HE rockets
weapons/cn_type90_he/short;Type 90-1 HE
weapons/cn_type90_heat;Type 90-1 HEAT rockets
weapons/cn_type90_heat/short;Type 90-1 HEAT
weapons/cn_type130_ap;Type 130-2 rockets
weapons/cn_type130_ap/short;Type 130-2
weapons/su_c1of_rocket;S-1of rockets
weapons/su_c1of_rocket/short;S-1of
weapons/su_s_8ko_rocket;S-8KO rockets
weapons/su_s_8ko_rocket/short;S-8KO
weapons/su_s_13df_rocket;S-13DF rockets
weapons/su_s_13df_rocket/short;S-13DF
weapons/su_s_13of_rocket;░ M ░ Y ░ ░ P ░ U ░ S ░ S ░ Y ░ ░ I ░ N ░ ░ B ░ I ░ O ░
weapons/su_s_13of_rocket/short;░ M ░ Y ░ ░ P ░ U ░ S ░ S ░ Y ░ ░ I ░ N ░ ░ B ░ I ░ O ░
weapons/it_snia_bpd_50mm_type_arf8m_at_ap;ARF/8M3(AP-AT) rockets
weapons/it_snia_bpd_50mm_type_arf8m_at_ap/short;ARF/8M3(AP-AT)
weapons/swd_rb_05a;Rb05A rockets
weapons/swd_rb_05a/short;Rb05A
weapons/swd_75mm_m57b;7,5 cm srak m/57B rockets
weapons/swd_75mm_m57b/short;m/57B
weapons/swd_75mm_frida;7,5 cm srak m/55 Frida rockets
weapons/swd_75mm_frida/short;m/55
weapons/swd_135mm_srak_m56d;m/56D rockets
weapons/swd_135mm_srak_m56d/short;m/56D
weapons/swd_145mm_psrak_m49a;m/49B rockets
weapons/swd_145mm_psrak_m49a/short;m/49B
weapons/swd_145mm_psrak_m49a_mount;14,5 cm psrak m/49B rockets
weapons/swd_145mm_psrak_m49a_mount/short;m/49B
weapons/swd_145mm_psrak_m49_56;14,5 cm psrak m/49/56 rockets
weapons/swd_145mm_psrak_m49_56/short;m/49/56
weapons/swd_150mm_srak_m51;15 cm srak m/51 rockets
weapons/swd_150mm_srak_m51/short;m/51
weapons/swd_150mm_srak_m51_mount;15 cm srak m/51 rockets
weapons/swd_150mm_srak_m51_mount/short;m/51
weapons/swd_180mm_hpsrak_m49;18 cm hprak m/49 rockets
weapons/swd_180mm_hpsrak_m49/short;m/49
weapons/us_2_75_in_ffar_mighty_mouse;FFAR Mickey Mouse rockets
weapons/us_2_75_in_ffar_mighty_mouse/short;FFAR Mickey Mouse
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p;FFAR Mickey Mouse rockets
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p/short;FFAR Mickey Mouse
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p_cwp;FFAR Mickey Mouse rockets
weapons/us_2_75_in_ffar_mighty_mouse_fn_m3p_cwp/short;FFAR Mickey Mouse
weapons/us_2_75_in_ffar_mighty_mouse_m429;FFAR Mickey Mouse rockets M429
weapons/us_2_75_in_ffar_mighty_mouse_m429/short;FFAR Mickey Mouse M429
weapons/us_2_75_in_ffar_mighty_mouse_m439;FFAR Mickey Mouse rockets M439
weapons/us_2_75_in_ffar_mighty_mouse_m439/short;FFAR Mickey Mouse M439
weapons/us_2_75_in_ffar_mighty_mouse_default;FFAR Mickey Mouse rockets
weapons/us_2_75_in_ffar_mighty_mouse_default/short;FFAR Mickey Mouse
weapons/fr_fz49;FZ49 HEAT rockets
weapons/fr_fz49/short;FZ49
weapons/swd_135mm_psrak_m70_pshu;13,5 cm psrak m/70 rockets
weapons/swd_135mm_psrak_m70_pshu/short;m/70
weapons/us_agm_12b_bullpup;AGM-12B Bullpup air-to-ground missiles
weapons/us_agm_12b_bullpup/short;AGM-12B Bullpup
weapons/us_agm_12b_bullpup_heli;AGM-12B Bullpup air-to-ground missiles
weapons/us_agm_12b_bullpup_heli/short;AGM-12B Bullpup
weapons/us_agm_12c_bullpup;AGM-12C Bullpup air-to-ground missiles
weapons/us_agm_12c_bullpup/short;AGM-12C Bullpup
weapons/su_kh_23m;Kh-23M rockets
weapons/su_kh_23m/short;Kh-23M
weapons/su_projector_1;Projector-1 targeting pod
weapons/su_projector_1/short;Projector-1
weapons/su_delta_ng_station;Delta-NG targeting pod
weapons/su_delta_ng_station/short;Delta-NG
weapons/uk_data_lin_pod;Data link pod
weapons/uk_data_lin_pod/short;Data link pod
weapons/rls_kopio_25;Kopyo-25 radar pod
weapons/rls_kopio_25/short;Kopyo-25
weapons/cn_k_pzs_01_targeting_pod;K/PZS-01 targeting pod
weapons/cn_k_pzs_01_targeting_pod/short;K/PZS-01
weapons/cn_k_adc03a_targeting_pod;K/ADC03A targeting pod
weapons/cn_k_adc03a_targeting_pod/short;K/ADC03A
weapons/it_aspide_control_station;Aspide aim block
weapons/it_aspide_control_station/short;Aspide aim block
weapons/uk_tiald_targeting_pod;TIALD targeting pod
weapons/uk_tiald_targeting_pod/short;TIALD
weapons/an_aaq_25_lantirn;LANTIRN targeting pod
weapons/an_aaq_25_lantirn/short;LANTIRN
weapons/ntps_mercury;Mercury targeting pod
weapons/ntps_mercury/short;Mercury
weapons/us_agm_12b_station;Targeting pod
weapons/us_agm_12b_station/short;Targeting pod
weapons/us_lana_flir_pod;LANA Flir Navigation Pod
weapons/us_lana_flir_pod/short;LANA
weapons/uk_atlis2_targeting_pod;ATLIS II targeting pod
weapons/uk_atlis2_targeting_pod/short;ATLIS II
weapons/it_pdlct_s_pod_targeting_pod;Airfield AA looker lite
weapons/it_pdlct_s_pod_targeting_pod/short;Airfield AA looker lite
weapons/gr_litening_pod_targeting_pod;Airfield AA looker
weapons/gr_litening_pod_targeting_pod/short;Airfield AA looker
weapons/gr_litening_iii_targeting_pod;LITENING III targeting pod
weapons/gr_litening_iii_targeting_pod/short;LITENING III
weapons/tr_aselpod;ASELPOD targeting pod
weapons/tr_aselpod/short;ASELPOD
weapons/us_pave_spike_targeting_pod;Pave Spike targeting pod
weapons/us_pave_spike_targeting_pod/short;Pave 
weapons/us_pave_tack_targeting_pod;Pave Tack targeting pod
weapons/us_pave_tack_targeting_pod/short;Pave Tack
weapons/fr_damocles_pod_targeting_pod;DAMOCLES targeting pod
weapons/fr_damocles_pod_targeting_pod/short;DAMOCLES
weapons/mirage_3c_sepr_841_rocket;Liquid-propellant rocket booster SEPR 841
weapons/mirage_3c_sepr_841_rocket/short;SEPR 841
weapons/mirage_3c_fuel_tank_7_8;Tank oxidizing SEPR 841 Pod
weapons/mirage_3c_fuel_tank_7_8/short;Oxidizer
weapons/mirage_3e_fuel_tank_7_8;Tank oxidizing SEPR 844 Pod
weapons/mirage_3e_fuel_tank_7_8/short;Oxidizer
weapons/mirage_3c_sepr_844_rocket;Liquid-propellant rocket booster SEPR 844
weapons/mirage_3c_sepr_844_rocket/short;SEPR 844
weapons/us_300_gal_fuse_f_16_blok_10;Prime Energy (300 gal.)
weapons/us_300_gal_fuse_f_16_blok_10/short;Prime Energy
weapons/us_280gal_drop_tank;Prime Energy (280 gal.)
weapons/us_280gal_drop_tank/short;Prime Energy
weapons/us_280gal_drop_tank_1;Prime Energy (280 gal.)
weapons/us_280gal_drop_tank_1/short;Prime Energy
weapons/us_280gal_drop_tank_light;Prime Energy (280 gal.)
weapons/us_280gal_drop_tank_light/short;Prime Energy
weapons/us_280gal_drop_tank_light_1;Prime Energy (280 gal.)
weapons/us_280gal_drop_tank_light_1/short;Prime Energy
weapons/uk_264gal_drop_tank_1;Prime Energy (264 gal.)
weapons/uk_264gal_drop_tank_1/short;Prime Energy
weapons/uk_264gal_drop_tank_2;Prime Energy (264 gal.)
weapons/uk_264gal_drop_tank_2/short;Prime Energy
weapons/uk_264gal_drop_tank_3;Prime Energy (264 gal.)
weapons/uk_264gal_drop_tank_3/short;Prime Energy
weapons/us_370_gal_wing_f_16;Prime Energy (370 gal.)
weapons/us_370_gal_wing_f_16/short;Prime Energy
weapons/us_370_gal_wing_f_16_1;Prime Energy (370 gal.)
weapons/us_370_gal_wing_f_16_1/short;Prime Energy
weapons/us_200_gal_wing_f2h_2_left;Prime Energy (200 gal.)
weapons/us_200_gal_wing_f2h_2_left/short;Prime Energy
weapons/us_200_gal_wing_f2h_2_right;Prime Energy (200 gal.)
weapons/us_200_gal_wing_f2h_2_right/short;Prime Energy
weapons/us_600_gal_fuse_f_4;Prime Energy (600 gal.)
weapons/us_600_gal_fuse_f_4/short;Prime Energy
weapons/us_610_gal_f_15_left_wing;Prime Energy (610 gal.)
weapons/us_610_gal_f_15_left_wing/short;Prime Energy
weapons/us_610_gal_f_15_left_wing_dark;Prime Energy (610 gal.)
weapons/us_610_gal_f_15_left_wing_dark/short;Prime Energy
weapons/us_750_gal_fastpack_f_15c_left;Prime Energy (750 gal.)
weapons/us_750_gal_fastpack_f_15c_left/short;Prime Energy
weapons/us_750_gal_fastpack_f_15c_right;Prime Energy (750 gal.)
weapons/us_750_gal_fastpack_f_15c_right/short;Prime Energy
weapons/us_610_gal_f_15_fuse;Prime Energy (610 gal.)
weapons/us_610_gal_f_15_fuse/short;Prime Energy
weapons/us_610_gal_f_15_fuse_dark;Prime Energy (610 gal.)
weapons/us_610_gal_f_15_fuse_dark/short;Prime Energy
weapons/us_610_gal_f_15_right_wing;Prime Energy (610 gal.)
weapons/us_610_gal_f_15_right_wing/short;Prime Energy
weapons/us_610_gal_f_15_right_wing_dark;Prime Energy (610 gal.)
weapons/us_610_gal_f_15_right_wing_dark/short;Prime Energy
weapons/us_600_gal_f_111a_2;Prime Energy (600 gal.)
weapons/us_600_gal_f_111a_2/short;Prime Energy
weapons/us_600_gal_f_111a_3;Prime Energy (600 gal.)
weapons/us_600_gal_f_111a_3/short;Prime Energy
weapons/us_600_gal_f_111a_4;Prime Energy (600 gal.)
weapons/us_600_gal_f_111a_4/short;Prime Energy
weapons/us_600_gal_f_111a_5;Prime Energy (600 gal.)
weapons/us_600_gal_f_111a_5/short;Prime Energy
weapons/il_600_gal_fuse_f_4;Prime Energy (600 gal.)
weapons/il_600_gal_fuse_f_4/short;Prime Energy
weapons/su_1500_liters_fuse_mig_29;Prime Energy (1520 liters.)
weapons/su_1500_liters_fuse_mig_29/short;Prime Energy
weapons/su_1500_liters_fuse_mig_29smt;Prime Energy (1520 liters.)
weapons/su_1500_liters_fuse_mig_29smt/short;Prime Energy
weapons/su_2000_liters_fuse_mig_29smt;Prime Energy (2000 liters.)
weapons/su_2000_liters_fuse_mig_29smt/short;Prime Energy
weapons/sw_1100_gal_fuse_saab_jas39;Prime Energy (1100 liters.)
weapons/sw_1100_gal_fuse_saab_jas39/short;Prime Energy
weapons/sw_1100_gal_fuse_saab_jas39_left_wing;Prime Energy (1100 liters.)
weapons/sw_1100_gal_fuse_saab_jas39_left_wing/short;Prime Energy
weapons/sw_1100_gal_fuse_saab_jas39_right_wing;Prime Energy (1100 liters.)
weapons/sw_1100_gal_fuse_saab_jas39_right_wing/short;Prime Energy
weapons/sw_1100_gal_fuse_saab_jas39_puma;Prime Energy (1100 liters.)
weapons/sw_1100_gal_fuse_saab_jas39_puma/short;Prime Energy
weapons/sw_1100_gal_fuse_saab_jas39_left_wing_puma;Prime Energy (1100 liters.)
weapons/sw_1100_gal_fuse_saab_jas39_left_wing_puma/short;Prime Energy
weapons/sw_1100_gal_fuse_saab_jas39_right_wing_puma;Prime Energy (1100 liters.)
weapons/sw_1100_gal_fuse_saab_jas39_right_wing_puma/short;Prime Energy
weapons/sw_1250l_late_saab_ja37d;Prime Energy (1250 liters.)
weapons/sw_1250l_late_saab_ja37d/short;Prime Energy
weapons/gr_1500l_tornado_assta1_1;Prime Energy (1500 liters.)
weapons/gr_1500l_tornado_assta1_1/short;Prime Energy
weapons/cn_800l_fyx800_drop_tank_1;Prime Energy (800 liters.)
weapons/cn_800l_fyx800_drop_tank_1/short;Prime Energy
weapons/cn_800l_central_fyx800_drop_tank;Prime Energy (800 liters.)
weapons/cn_800l_central_fyx800_drop_tank/short;Prime Energy
weapons/cn_800l_fyx800_drop_tank_2;Prime Energy (800 liters.)
weapons/cn_800l_fyx800_drop_tank_2/short;Prime Energy
weapons/cn_800l_fyx800_j_10_drop_tank_1;Prime Energy (800 liters.)
weapons/cn_800l_fyx800_j_10_drop_tank_1/short;Prime Energy
weapons/cn_800l_fyx800_j_10_drop_tank_2;Prime Energy (800 liters.)
weapons/cn_800l_fyx800_j_10_drop_tank_2/short;Prime Energy
weapons/gr_1500l_tornado_assta1_2;Prime Energy (1500 liters.)
weapons/gr_1500l_tornado_assta1_2/short;Prime Energy
weapons/gr_1500l_tornado_ids_mfg_1;Prime Energy (1500 liters.)
weapons/gr_1500l_tornado_ids_mfg_1/short;Prime Energy
weapons/gr_1500l_tornado_ids_mfg_2;Prime Energy (1500 liters.)
weapons/gr_1500l_tornado_ids_mfg_2/short;Prime Energy
weapons/buccaneer_s2b_baydoor_tank;Prime Energy (440 gal.)
weapons/buccaneer_s2b_baydoor_tank/short;Prime Energy
weapons/it_580l_amx_1;Prime Energy (580 liters.)
weapons/it_580l_amx_1/short;Prime Energy
weapons/it_580l_amx_2;Prime Energy (580 liters.)
weapons/it_580l_amx_2/short;Prime Energy
weapons/br_580l_amx_1;Prime Energy (580 liters.)
weapons/br_580l_amx_1/short;Prime Energy
weapons/br_580l_amx_2;Prime Energy (580 liters.)
weapons/br_580l_amx_2/short;Prime Energy
weapons/it_1500l_tornado_ids_mod_95_1;Prime Energy (1500 liters.)
weapons/it_1500l_tornado_ids_mod_95_1/short;Prime Energy
weapons/it_1500l_tornado_ids_mod_95_2;Prime Energy (1500 liters.)
weapons/it_1500l_tornado_ids_mod_95_2/short;Prime Energy
weapons/uk_1500l_tornado_gr1_1;Prime Energy (330 gal.)
weapons/uk_1500l_tornado_gr1_1/short;Prime Energy
weapons/uk_1500l_tornado_gr1_2;Prime Energy (330 gal.)
weapons/uk_1500l_tornado_gr1_2/short;Prime Energy
weapons/uk_1500l_tornado_gr4_1;Prime Energy (330 gal.)
weapons/uk_1500l_tornado_gr4_1/short;Prime Energy
weapons/uk_1500l_tornado_gr4_2;Prime Energy (330 gal.)
weapons/uk_1500l_tornado_gr4_2/short;Prime Energy
weapons/gr_1500l_tornado_f3_1;Prime Energy (330 gal.)
weapons/gr_1500l_tornado_f3_1/short;Prime Energy
weapons/gr_1500l_tornado_f3_2;Prime Energy (330 gal.)
weapons/gr_1500l_tornado_f3_2/short;Prime Energy
weapons/gr_2250l_tornado_f3_1;Prime Energy «Hindenburg» (495 gal.)
weapons/gr_2250l_tornado_f3_1/short;Prime Energy
weapons/gr_2250l_tornado_f3_2;Prime Energy (495 gal.)
weapons/gr_2250l_tornado_f3_2/short;Prime Energy 2250
weapons/fr_1300l_rp522_mirage_2000d_r1;Prime Energy (1300 liters.)
weapons/fr_1300l_rp522_mirage_2000d_r1/short;Prime Energy
weapons/fr_2500l_m4000_drop_tank_1;Prime Energy (2500 liters.)
weapons/fr_2500l_m4000_drop_tank_1/short;Prime Energy
weapons/fr_2500l_m4000_drop_tank_2;Prime Energy (2500 liters.)
weapons/fr_2500l_m4000_drop_tank_2/short;Prime Energy
weapons/fr_2000l_rpl_741_rafale_drop_tank_left;Drop tank (2000 liters.)
weapons/fr_2000l_rpl_741_rafale_drop_tank_left/short;Drop tank
weapons/fr_2000l_rpl_741_rafale_drop_tank_fuse;Drop tank (2000 liters.)
weapons/fr_2000l_rpl_741_rafale_drop_tank_fuse/short;Drop tank
weapons/fr_2000l_rpl_741_rafale_drop_tank_right;Drop tank (2000 liters.)
weapons/fr_2000l_rpl_741_rafale_drop_tank_right/short;Drop tank
weapons/fr_500l_m4000_drop_tank_1;Prime Energy (500 liters.)
weapons/fr_500l_m4000_drop_tank_1/short;Prime Energy
weapons/fr_500l_m4000_drop_tank_2;Prime Energy (500 liters.)
weapons/fr_500l_m4000_drop_tank_2/short;Prime Energy
weapons/fr_625l_drop_tank;Prime Energy (625 liters.)
weapons/fr_625l_drop_tank/short;Prime Energy
weapons/sw_510l_drop_tank;Prime Energy (510 liters.)
weapons/sw_510l_drop_tank/short;Prime Energy
weapons/sw_510l_drop_tank_x2;Prime Energy (510 liters.)
weapons/sw_510l_drop_tank_x2/short;Prime Energy
weapons/sws_675l_hunter_f58_1;Prime Energy (150 gal.)
weapons/sws_675l_hunter_f58_1/short;Prime Energy
weapons/sws_675l_hunter_f58_2;Prime Energy (150 gal.)
weapons/sws_675l_hunter_f58_2/short;Prime Energy
weapons/su_800l_su_17_right_wing;Prime Energy (800 liters.)
weapons/su_800l_su_17_right_wing/short;Prime Energy
weapons/su_800l_su_17_right_wing_1;Prime Energy (820 liters.)
weapons/su_800l_su_17_right_wing_1/short;Prime Energy
weapons/su_800l_su_17_left_wing;Prime Energy (800 liters.)
weapons/su_800l_su_17_left_wing/short;Prime Energy
weapons/su_800l_su_17_left_wing_1;Prime Energy (820 liters.)
weapons/su_800l_su_17_left_wing_1/short;Prime Energy
weapons/su_800l_su_17_silver_left_wing;Prime Energy (800 liters.)
weapons/su_800l_su_17_silver_left_wing/short;Prime Energy
weapons/su_800l_su_17_silver_left_wing_1;Prime Energy (820 liters.)
weapons/su_800l_su_17_silver_left_wing_1/short;Prime Energy
weapons/su_800l_su_17_silver_right_wing;Prime Energy (800 liters.)
weapons/su_800l_su_17_silver_right_wing/short;Prime Energy
weapons/su_800l_su_17_silver_right_wing_1;Prime Energy (820 liters.)
weapons/su_800l_su_17_silver_right_wing_1/short;Prime Energy
weapons/su_800l_su_25tm_silver_right_wing;Prime Energy (800 liters.)
weapons/su_800l_su_25tm_silver_right_wing/short;Prime Energy
weapons/su_800l_su_25tm_silver_right_wing_1;Prime Energy (820 liters.)
weapons/su_800l_su_25tm_silver_right_wing_1/short;Prime Energy
weapons/su_800l_su_25tm_silver_left_wing;Prime Energy (800 liters.)
